Example ID,Target,Features_ 1,Features_ 2,Features_ 3,Features_ 4,Features_ 5,Features_ 6,Features_ 7,Features_ 8,Features_ 9,Features_10,Features_11,Features_12,Features_13,Features_14,Features_15,Features_16,Features_17,Features_18,Features_19,Features_20,Features_21
ID239,18.621874,-0.48701,-0.533537,-0.060243,1.798045,0.68421,-0.480301,0.107172,-0.442666,-0.424444,0.279055,0.296976,0.426409,-0.510781,-0.095542,2.414838,-16.141175,7.357813,16.601881,31.352102,2.817577,-19.537095
ID240,22.835583,-0.350358,-0.35215,-0.212245,1.655181,0.439634,-0.32469,0.118611,-0.591109,-0.855923,-0.031092,1.22237,0.904474,-0.794181,-0.724326,3.655681,-5.381563,10.42662,14.577774,9.866407,1.49474,-14.198501
ID241,26.233736,-0.063262,-0.309296,-0.258688,1.583971,-0.028675,-0.04213,0.241963,-0.028577,0.001511,-0.056774,0.051993,0.002436,-0.049423,0.085513,4.439332,0.069017,6.750986,-0.524948,0.058503,2.493002,-0.646401
ID242,47.173546,0.113945,-0.160221,-0.036367,1.393753,0.459649,-0.023829,0.174684,-0.527389,-0.096236,-0.174659,1.419294,-0.005358,-0.026719,-1.091676,2.293351,-5.185675,3.581992,19.717582,5.619377,6.852835,-17.678256
ID243,44.311905,0.199421,-0.165256,-0.075146,1.156987,0.280167,0.009034,0.344929,-0.879294,-0.748986,-0.176311,2.477164,0.023195,-0.750757,-1.922305,6.831244,-4.876935,8.505079,3.639619,10.030471,0.070182,-13.380213
ID244,21.558527,-0.311709,-0.35123,-0.088769,1.685136,0.622604,-0.255517,0.206906,0.269984,-0.329309,0.528809,1.697926,0.751132,0.490187,-1.703793,4.386963,0.789503,5.618514,2.65463,1.684236,4.444497,-2.336799
ID245,-1.767039,-0.524071,-0.363363,-0.14823,1.887983,-0.038414,0.009271,0.581824,0.334583,0.059377,0.092355,-0.226291,0.077418,0.001436,-0.170648,-1.387143,0.706859,0.581041,0.344208,-0.169672,-0.061066,-1.760068
ID246,-32.758186,0.154764,-0.341434,-0.038431,1.5469,-0.001406,0.053767,0.180589,-0.947469,0.192291,-0.277126,0.714467,-0.002467,-0.206803,0.450181,-30.502785,5.537751,-9.995834,20.661035,-3.597537,-2.761569,13.537066
ID247,33.012421,-0.105872,-0.248877,-0.134542,1.721327,0.515067,-0.0806,-0.027084,-0.123847,-0.726179,0.301192,2.108657,0.813648,0.155995,-1.738615,5.911777,-1.569543,6.158231,6.499578,5.404303,6.623384,-6.040876
ID248,0.135926,-0.184119,-0.457736,0.141802,1.772372,0.08571,0.171146,0.409208,2.564571,-0.881973,0.671542,-1.9711,0.569246,-0.148489,-1.900647,-4.894729,3.316506,-7.802327,-17.569128,-0.04124,-2.964196,-3.812308
ID249,2.064955,0.102824,-0.21966,-0.026911,1.740805,0.524366,0.055958,-0.101501,-0.748758,0.074531,-0.467064,-0.150344,-0.053545,-0.40123,0.6719,-6.359987,3.935915,-4.197523,-18.118699,-9.257493,-8.424287,14.035383
ID250,-30.447445,-0.274174,-0.384319,0.012913,1.770038,0.466966,-0.18046,0.018111,-0.432269,-0.611765,0.507727,1.42024,1.048454,-0.055004,-0.894573,-8.905482,3.674933,-5.808204,-8.712775,-3.261457,-0.007402,16.557312
ID251,2.990374,-0.380329,-0.30003,-0.019603,1.478969,0.273821,-0.18583,0.381754,-0.054942,-0.087902,-0.166645,0.082638,-0.014868,0.019511,-0.042422,-7.195854,-7.921161,4.089803,25.560938,9.216684,-5.726178,-16.072135
ID252,32.486336,-0.219479,-0.325352,-0.009675,1.576453,0.324432,-0.158979,0.219879,-0.002942,-0.67458,0.708403,1.877128,0.786958,-0.094408,-2.041415,7.175392,3.79998,5.174315,-8.531349,0.269453,4.055197,2.199775
ID253,16.582983,-0.020537,-0.418812,0.148085,1.527705,0.051624,0.135088,0.205139,-0.000303,0.00007,0.053767,-0.064692,-0.025621,-0.003331,0.001235,0.108361,-0.019277,1.069488,-0.28107,-0.032005,-0.067691,-0.390463
ID254,-5.437044,0.266039,-0.404989,0.0408,1.510301,0.136384,0.065275,0.18289,1.798678,-0.654496,1.142849,-2.998087,0.426977,0.403998,-1.821532,-11.132585,1.016749,-6.867853,-6.153144,-1.284264,-2.359671,1.499407
ID255,-21.471758,-0.791242,-0.673526,0.309208,1.750072,0.912761,-0.718894,0.151669,-0.376021,-1.121153,0.956171,0.700829,1.875552,0.043251,-0.971004,-2.238816,3.805084,-8.682282,-2.932006,-9.792826,5.084529,12.574875
ID256,19.241365,0.18793,-0.365336,0.257529,1.384957,0.49006,0.143416,0.129421,-0.279344,0.536393,-0.308572,-1.017841,-0.222316,-0.120474,1.340285,0.214777,-1.253402,-6.560317,-13.663281,-1.603059,-3.518007,7.133622
ID257,-6.93223,-0.482399,-0.417934,0.058309,1.796396,0.448808,-0.273288,0.123214,0.343685,0.842952,-0.631983,-1.999382,-1.473124,0.036637,1.836055,-1.659976,-0.271896,-5.458383,-3.707947,1.097054,3.690199,6.624233
ID258,-4.213709,-0.667777,-0.921523,0.087726,1.897225,1.219915,-0.80712,0.019714,0.125786,0.216722,-0.166444,0.037918,-0.345208,-0.013391,0.433003,3.702989,15.274246,-17.652127,-19.320413,-32.785719,-5.183326,14.531488
ID259,2.990374,-0.496159,-0.364213,-0.026263,1.672931,0.360561,-0.241834,0.206837,-1.003775,-0.666462,-0.075731,1.491349,1.077416,-0.757988,-0.971437,-1.259191,-7.811853,8.16633,18.481425,10.653365,-0.55567,-14.711911
ID260,41.6087,-0.125758,-0.153978,0.131677,1.639237,0.285134,0.121935,0.085691,-1.396522,0.481392,-0.390742,-0.145195,-0.493397,-0.095403,0.840412,1.633956,-11.275846,-1.037405,24.535552,5.774009,3.974677,-30.810395
ID261,7.068157,-0.398204,-0.290166,-0.077754,1.516291,0.298106,-0.225723,0.357972,0.077123,-0.001218,-0.276464,-0.176461,-0.115947,0.022043,0.188389,-5.421351,-8.69083,4.37538,24.74255,8.592946,-4.561672,-17.025925
ID262,22.155952,-0.466125,-0.415672,0.046842,1.839058,0.489743,-0.274056,0.111707,0.285606,0.473271,-0.218276,-1.125175,-1.139549,-0.027591,0.626829,12.634368,12.689823,-4.679166,-25.568348,-21.859664,2.739332,15.911428
ID263,22.97151,-0.078059,-0.286928,-0.111379,1.627576,-0.019628,0.033053,0.278021,0.361826,0.001877,-0.019687,0.027522,-0.000088,-0.002732,-0.01599,2.291832,0.064162,-0.350867,0.218958,0.019048,0.019546,-0.137418
ID264,-1.045681,0.071282,-0.261915,-0.035896,1.613288,0.569825,-0.038405,0.096432,0.294952,0.033639,0.082984,-0.193032,0.048875,0.070242,0.329326,-4.704938,4.078887,-8.491031,-20.484645,-7.052957,-6.302965,19.638343
ID265,10.466309,-0.223389,-0.32758,-0.298932,1.694461,-0.03832,-0.088161,0.410743,-0.359115,-0.174456,0.08343,0.057315,0.036497,0.003187,-0.006793,0.208368,-1.52428,0.66394,0.179949,2.74348,0.302837,0.448725
ID266,2.990374,0.220885,-0.197198,0.055242,1.463182,0.528764,0.028339,0.146299,0.352392,0.008997,0.027801,-0.300321,0.041238,-0.004884,0.253214,-3.887715,2.342677,-7.614587,-21.060573,-3.625683,-7.16348,19.82056
ID267,25.690031,0.124291,-0.397543,0.050319,1.495284,0.039152,0.068344,0.175986,0.011928,0.000461,-0.029933,-0.134338,-0.021238,0.003884,-0.032726,0.145666,-0.008241,0.221714,0.447381,0.035081,0.037656,-0.518038
ID268,-64.836746,0.362675,-0.356891,0.091631,1.451208,-0.008286,0.093661,0.143764,-0.131928,0.713083,-0.726515,-1.074373,0.117621,-0.247131,-0.62393,-33.344167,11.587404,-11.325595,9.217586,-3.058933,1.305967,3.342607
ID269,78.701202,-0.388417,-0.225384,-0.029917,1.741114,-0.058772,0.147363,0.375453,2.265668,0.073217,-0.971981,-1.997219,-0.066421,-0.694287,-1.854068,35.067876,1.665371,16.343071,-10.821596,5.862089,-0.750594,-14.692377
ID270,-13.66776,-0.566021,-0.360381,0.081977,1.708729,0.538503,-0.474931,0.260608,0.118181,0.017197,-0.243937,0.189822,-0.02616,0.622751,-0.381784,-8.868306,-18.195798,11.560677,34.342086,29.264049,-7.283242,-31.413154
ID271,53.218636,-0.36631,-0.172482,0.05254,1.766566,0.416044,-0.06986,0.160875,0.948944,0.42602,-0.269878,-2.388657,-0.788379,0.024846,1.623219,18.009742,2.263877,4.896357,-7.243057,-6.997006,5.029492,-7.056555
ID272,-5.9631,-0.544847,-0.864755,0.138902,1.992132,1.079077,-0.546278,-0.040126,-0.099536,-0.812274,0.01302,-1.216087,0.228773,-1.395468,1.104564,5.048562,14.856592,-9.909658,-15.576085,-29.056342,-6.86521,11.743863
ID273,-2.83304,-0.632497,-0.307656,0.10469,1.65017,0.528576,-0.368293,0.38259,0.093194,-0.008959,-0.064826,0.894304,0.39925,0.235933,-0.911773,-4.261945,-0.46094,11.773396,22.955706,15.476284,-0.928281,-17.224917
ID274,6.93223,-0.076882,-0.336724,0.026516,1.645882,0.413842,-0.050806,0.028084,0.092,-0.080329,0.192536,0.641621,0.561005,-0.01636,-0.354379,-0.060551,6.422702,-6.180954,-19.706521,-10.124392,0.969703,19.721879
ID275,22.155952,-0.371721,-0.407284,0.050612,1.826806,0.473469,-0.194269,0.064142,0.100064,0.177949,-0.02572,-0.662209,-0.364062,0.04503,0.445746,9.765816,10.592085,-5.290786,-26.960758,-26.837718,2.251258,16.871366
ID276,10.330383,0.41093,-0.264937,0.045889,1.384637,-0.059212,0.113607,0.105405,0.690149,-0.208098,0.269284,-0.337806,0.083189,-0.004276,-0.222961,-11.065524,2.832916,-3.482612,4.497589,-0.543369,0.069255,3.047924
ID277,11.82557,-0.363772,-0.292993,-0.051396,1.532847,0.300713,-0.187364,0.315777,0.451647,0.434321,-0.373661,-1.357292,-0.586705,0.26148,0.96411,-3.189465,-8.71314,4.185888,21.771221,13.364757,-2.969974,-16.840113
ID278,10.455528,-0.563319,-0.563476,0.0308,1.76377,0.674503,-0.535538,0.189261,-0.461954,-0.023028,0.052232,-0.333031,-0.189258,-0.5138,0.499805,0.107371,-15.358011,9.142255,19.37452,21.57287,-0.637559,-20.349564
ID279,10.330383,0.222748,-0.506148,0.201398,1.334058,0.08948,0.115909,0.096966,-0.225192,0.072636,-0.109855,0.293764,-0.000093,0.026239,0.001175,-8.244474,2.570345,-3.092389,8.447954,-1.799405,-1.446323,2.105682
ID280,-9.87398,-0.373724,-0.397254,-0.033665,1.828581,0.576265,-0.389774,0.209974,0.570372,0.393114,0.157708,-0.238891,-0.554039,0.831244,0.296255,-1.968726,5.255372,-11.274046,-21.557393,-20.623401,0.003173,21.699151
ID281,0.271852,0.362769,-0.241249,0.001624,1.396638,-0.092732,0.08829,0.114611,1.568399,-0.527197,0.841756,-0.463502,0.153165,0.185408,-0.411175,-15.133786,1.475569,-2.211618,5.866568,-0.30863,0.361864,4.366171
ID282,-6.93223,-0.223563,-0.331918,0.039177,1.645536,0.405988,-0.13136,0.147764,0.110296,0.629721,-0.312918,-1.34914,-0.7642,0.078346,1.230062,-0.829341,4.211233,-7.160312,-9.529887,-1.845899,2.008743,9.800404
ID283,-8.835196,-0.365312,-0.411243,0.043638,1.852222,0.514561,-0.189666,0.010439,-0.426732,-0.061977,0.052457,0.392215,0.341003,-0.027477,0.171341,-1.794047,6.302493,-9.79695,-14.859617,-11.519425,-0.749453,17.017795
ID284,-0.67963,0.440429,-0.358682,0.024244,1.214363,0.001452,0.052233,0.031756,0.925183,-0.217792,0.516521,-1.017818,0.135513,0.27435,-0.512885,-19.380768,4.979144,-6.510287,17.519924,-1.669974,-0.33002,6.810296
ID285,15.6315,-0.262833,-0.350767,0.020484,1.673182,0.330527,-0.099139,0.124749,-0.271822,-0.639528,0.729172,2.03226,0.810263,0.088251,-1.945959,2.541992,2.547621,3.458239,-6.702735,1.090453,3.373685,4.773707
ID286,38.068001,0.066507,-0.12451,0.018925,1.444239,0.281521,0.038313,0.199234,-0.087087,0.041096,-0.370814,-0.025616,-0.374479,-0.058105,0.129784,-8.17463,-5.105396,-1.296606,37.007171,4.946034,0.688686,-28.472876
ID287,13.592609,-0.177742,-0.318595,-0.230634,1.840545,-0.009889,-0.043665,0.432224,0.014115,0,-0.005066,-0.238941,0.003165,-0.000652,-0.020584,0.478109,-0.000462,0.506446,-1.143215,0.049745,0.151301,-1.46079
ID288,12.233348,0.228843,-0.244454,-0.012764,1.443982,-0.061317,0.103634,0.141463,-1.972353,0.196426,-0.68528,0.633581,-0.129734,-0.146591,0.570259,-5.990128,-2.216893,-2.688269,0.337681,0.465953,-1.178446,2.65338
ID289,0.135926,-0.768465,-0.911878,0.158286,1.957103,1.283312,-0.679768,-0.004069,0.486987,-0.212393,-0.84704,-0.962058,-0.912282,-0.914103,1.012258,14.606354,15.32941,-8.705396,-12.48127,-21.978366,-2.725026,8.202332
ID290,0.271852,0.314985,-0.502692,0.148619,1.192812,0.098779,0.083687,0.055539,2.870927,-0.933388,0.595137,-3.087929,0.297104,0.049556,-1.363997,-17.046909,5.589374,-5.262566,10.906038,-1.234158,0.84353,9.711134
ID291,38.331158,0.138858,-0.250102,0.143615,1.140792,0.481703,0.026038,0.458541,0.090655,0.055786,-0.164154,0.072755,0.052696,0.003795,-0.045751,-7.060408,-2.333347,0.911127,30.255742,-0.458478,3.595457,-19.752288
ID292,-6.524452,-0.4862,-0.426699,0.064592,1.816722,0.464045,-0.274056,0.105569,0.363129,0.840625,-0.579607,-1.95272,-1.495999,-0.008863,1.743946,-0.387252,1.345488,-5.963474,-6.997146,-0.282597,3.409362,9.208704
ID293,23.107435,-0.130823,-0.252907,-0.032954,1.41331,0.289089,-0.060012,0.293528,0.202218,0.483239,-0.397295,-1.618111,-0.546856,0.192823,1.168353,-2.797624,-6.622031,0.973139,17.259766,7.659737,-2.552295,-13.734104
ID294,28.000774,0.000763,-0.445955,0.038412,1.40578,0.133148,0.057603,0.146066,2.614544,-0.63795,0.745044,-2.50364,0.135506,0.285569,-1.42799,-4.004246,-2.647907,0.625835,6.477732,-0.65982,-1.179343,7.916847
ID295,25.146326,0.12561,-0.397512,0.049439,1.48322,0.036356,0.068344,0.169081,0.000401,0,0.004958,-0.019198,-0.022721,0.002361,-0.036686,-0.074515,-0.000329,0.149749,0.519632,0.103543,-0.008796,0.225324
ID296,35.884487,-0.40623,-0.191455,-0.050558,1.658458,-0.091476,0.181119,0.378521,1.601462,0.024593,-0.365796,-0.653179,-0.015977,-0.369343,-0.644649,11.381222,-0.044226,5.882656,4.586309,0.832062,2.004002,-1.055673
ID297,0.815557,-0.440599,-0.358148,-0.070852,1.77476,0.014741,0.031519,0.508175,-0.022004,0.004339,-0.008175,0.000167,-0.001584,-0.004144,0.01165,-0.113642,0.019134,0.045302,0.127668,0.08153,-0.023201,0.014965
ID298,42.001163,0.13424,-0.251547,0.140662,1.212578,0.483305,0.034477,0.404838,-0.146108,-0.121107,0.064003,1.803706,0.025995,0.348684,-1.520843,1.531996,-3.830239,2.378521,12.263616,2.807999,3.576866,-14.50956
ID299,-13.184831,-0.781911,-0.608401,0.203745,1.741842,0.979174,-0.764925,0.188493,0.770731,1.228709,-0.865543,-1.445163,-2.400248,-0.351088,1.446729,-1.477556,8.24161,5.224701,-1.746866,-8.672504,1.394245,-0.826636
ID300,11.553718,-0.411696,-0.26368,0.110449,1.832,-0.032948,0.211039,0.449869,-1.594922,0.589796,-1.227024,0.232709,-0.545362,-0.001184,0.872746,6.003204,-3.67174,-7.667282,-13.481521,-2.05823,-2.503956,-7.911111
ID301,6.2526,-0.353499,-0.32642,-0.058527,1.605701,0.318809,-0.201941,0.283555,-0.117891,-0.637246,0.643144,1.762484,0.746184,-0.266903,-1.552189,-0.517729,-2.276017,6.802177,6.799204,3.858987,-0.04088,-10.091342
ID302,57.496735,-0.46526,-0.169589,0.074352,1.652866,-0.204196,0.266276,0.333258,-1.625855,0.249396,-0.118827,-0.599702,0.250466,0.225182,0.026837,25.838727,-4.391651,6.633075,-2.000779,9.076301,-3.02981,-5.764711
ID303,-4.621487,-0.421672,-0.411337,0.000315,1.804784,0.463416,-0.264849,0.11094,-0.024666,-0.606441,0.849811,1.515514,1.114068,0.017963,-1.653998,0.556096,5.038589,-1.947912,-13.400036,-7.816872,2.054823,12.808106
ID304,38.059307,-0.242019,-0.349822,-0.091995,1.728579,0.049739,-0.000703,0.410743,-0.181192,-0.388505,1.798076,-1.396273,0.627966,0.845511,-1.165125,15.726936,0.581214,9.182698,-10.502219,-0.474601,4.503132,-15.606178
ID305,44.44783,-0.479994,-0.425095,-0.121338,1.74991,0.039874,-0.03676,0.512011,0.214447,0.065102,-0.275702,0.014044,-0.24383,-0.002302,-0.208851,12.898265,1.148965,-8.667555,0.299986,-5.370324,-1.314956,-4.529594
ID306,60.850952,0.002042,-0.172168,0.129383,1.516118,0.301344,0.111962,0.127886,-1.400471,0.304923,-0.403821,0.219103,-0.520316,-0.064224,0.479756,7.610101,-11.213289,1.050522,19.652927,7.041409,3.725458,-31.841804
ID307,6.2526,-0.520961,-0.350262,-0.319164,1.817015,-0.107655,-0.052871,0.546534,0.052195,0.004424,-0.035053,0.07783,0.000195,-0.016462,0.178258,2.12041,0.339315,6.444881,-1.367561,1.285971,4.077211,-3.789177
ID308,11.281865,-0.035805,-0.285923,-0.115117,1.630907,-0.019596,0.033053,0.277254,0.317687,0.020818,-0.022016,0.017806,-0.000057,-0.004605,-0.006959,-2.554327,0.424657,0.436931,-0.064521,0.009497,-0.061666,-0.131292
ID309,-10.330383,0.177164,-0.331287,-0.02486,1.377192,-0.007784,0.056069,0.111543,-0.139877,0.002889,-0.076697,0.02549,0.004547,0.006271,0.090272,-14.059639,0.80359,-5.727968,10.536014,0.184531,-0.014837,7.754381
ID310,26.694704,-0.278597,-0.108237,0.122346,1.720604,0.310047,0.124237,0.130188,0.676204,0.277292,-0.024501,-2.168811,-0.360759,-0.060884,1.56903,4.032423,-3.077383,2.238056,21.93959,-2.908272,2.378089,-21.753035
ID311,38.755539,0.029908,-0.175404,0.120116,1.423755,0.283343,0.085111,0.242196,1.230173,-0.025178,0.537662,-2.615142,-0.128296,0.34497,1.277425,2.879591,-2.853759,4.192988,20.143487,-0.497567,2.30742,-20.690693
ID312,-4.648655,-0.602558,-0.536992,0.066394,1.828738,0.940124,-0.654451,0.115611,0.631498,0.883532,-1.1793,-1.367212,-1.9935,0.087513,1.668976,0.682866,2.346921,-4.728392,-12.429943,-10.422205,0.46411,9.357615
ID313,19.165579,0.352873,-0.298583,0.039417,1.266796,-0.039357,0.079084,0.019481,-0.669546,-0.191379,0.315291,1.009383,-0.000122,0.187123,0.521061,-9.198503,1.044204,-1.422771,7.146671,-0.472608,0.356885,5.479677
ID314,-6.80608,-0.07964,-0.323741,0.141353,1.815449,0.418746,0.105057,-0.10994,-0.148643,-0.270516,0.497791,1.201655,0.475208,0.243081,-0.756176,-5.61265,7.892291,-6.511981,-16.92984,-4.802073,-2.879328,20.429437
ID315,-2.339543,-0.381044,-0.263683,0.088668,2.013212,0.440486,-0.058352,-0.083855,-0.057447,0.350297,-0.408968,-1.50468,-0.562668,-0.271016,1.29875,-2.452399,0.051385,-3.964622,-9.94188,-1.083639,-0.975701,11.078009
ID316,7.204083,0.327772,-0.241972,-0.050432,1.265885,-0.076647,0.036122,0.021783,1.505032,-0.371698,0.695738,-1.285861,0.062991,0.260838,-0.587731,-18.712747,-0.716102,-1.324619,23.12561,-0.471183,0.902144,11.488432
ID317,9.650752,0.117725,-0.453087,0.12845,1.43883,0.054922,0.097496,0.164478,0.111898,-0.042521,0.233293,-0.11585,0.037127,0.186575,-0.107567,-7.258084,3.041496,-7.310613,5.166698,-1.285733,-1.993164,2.841049
ID318,-7.611861,-0.306736,-0.367258,-0.233932,1.727353,-0.016486,-0.062077,0.452938,1.374696,0.567577,-0.73175,-0.370461,-0.301737,-0.201829,-0.3419,-5.859983,-0.496242,4.045487,0.319259,1.89937,0.636922,0.497888
ID319,56.953033,-0.300452,-0.376589,-0.277004,1.72484,-0.002003,-0.060543,0.390796,2.701373,0.932902,1.629176,0.538916,0.399085,0.933623,-0.28304,26.638903,1.207934,20.248348,-7.54581,-0.26296,9.03367,-7.137672
ID320,1.984915,-0.34014,-0.125453,0.08804,1.895371,0.30279,0.132676,-0.071581,0.101349,-0.479579,0.386995,2.128287,0.461146,0.143589,-1.855854,-3.101807,3.039617,0.655235,5.175746,-0.309335,0.953854,8.45058
ID321,24.874474,-0.3797,-0.423526,-0.185416,1.770415,0.533474,-0.373022,0.03192,-0.172402,-0.99682,0.747291,1.755614,1.540583,-0.386312,-1.528894,6.586101,1.972171,8.620399,-0.058779,3.743048,7.684578,-2.453741
ID322,-0.680333,0.089818,-0.307907,0.1242,1.650704,0.419343,0.092015,-0.017878,-0.36205,0.055395,0.065094,0.167217,0.037078,0.067643,0.28042,-4.376224,6.522965,-8.051172,-19.199217,-5.371542,-2.836509,19.319375
ID323,36.020412,0.029963,-0.154826,-0.114008,1.208698,0.228488,0.003664,0.422415,-0.030889,-0.351442,-0.001489,0.83096,-0.001703,-0.003084,-0.576274,-0.829875,-6.130986,2.844,19.875412,3.672671,-3.0459,-19.319211
ID324,11.114118,0.186893,-0.270186,0.258691,1.163317,0.390534,0.13421,0.309708,0.967325,-0.376189,0.019936,-1.216584,0.06962,0.134535,0.080882,-28.797009,1.326459,-10.012765,65.722083,-1.02925,0.94183,-28.666043
ID325,7.475935,-0.185738,-0.34505,0.000409,1.706703,0.405485,-0.116017,0.06184,0.051557,0.636534,-0.31448,-1.496179,-0.914264,0.060509,1.469318,0.000684,3.69457,-5.76496,-13.573773,-4.965362,1.444199,10.668593
ID326,32.622261,0.382561,-0.455726,0.147582,1.257434,0.026585,0.119745,0.040195,-0.043495,0.04174,-0.17425,0.044885,-0.020062,-0.002597,-0.004014,0.394557,-0.957007,0.581129,-0.517026,0.509627,0.003411,-0.021182
ID327,32.214485,-0.188423,-0.242851,-0.131485,1.527077,-0.086481,0.089057,0.249635,-2.809584,-0.468139,-0.775859,0.795939,-0.139415,-0.108354,1.060814,8.147989,-4.508604,8.244988,4.33468,1.336492,1.265738,3.681524
ID328,20.511461,0.256134,-0.339772,0.255455,1.305851,0.443753,0.12884,0.134024,-0.045805,-0.447065,0.253039,1.565633,0.262294,0.002817,-1.728556,1.57431,4.15529,4.983857,-8.110402,-0.449899,1.525859,9.427062
ID329,25.554106,-0.081532,-0.308293,-0.001727,1.533067,0.345355,-0.043902,0.123214,-0.014713,-0.513169,0.41695,1.891283,0.88626,-0.21865,-1.860633,4.02236,3.1031,1.873583,-9.87634,1.806508,4.222976,11.265683
ID330,1.223335,-0.103554,-0.326294,-0.001036,1.662312,0.37319,-0.073054,0.071046,0.10827,0.472085,-0.124895,-1.062956,-0.567677,-0.003805,1.113732,-2.697298,6.682413,-5.204174,-15.845017,-11.162188,-1.157857,13.879819
ID331,20.524839,0.438262,-0.292834,0.049345,1.165543,0.064661,0.092893,-0.03192,0.956594,-0.581062,0.742933,-2.758837,0.161105,0.218399,-1.300133,-12.069009,1.092557,-3.387924,16.580317,-2.727731,-0.843888,10.975467
ID332,-13.456683,-0.705256,-0.743489,0.11399,1.752052,1.015742,-0.84241,0.177753,0.665897,1.352914,-0.839852,-1.309279,-2.408483,-0.129243,1.379434,-1.950902,5.59091,1.460868,-4.728595,-7.400773,-0.95257,0.488371
ID333,8.699269,0.149769,-0.230002,-0.021152,1.452496,-0.063673,0.111306,0.153738,-3.0613,0.219254,-1.082961,0.664087,-0.219084,-0.20806,0.672044,-6.532427,-6.441165,-3.340979,0.223021,0.084061,-1.848739,3.546539
ID334,30.58337,-0.11514,-0.162232,-0.001558,1.393785,0.453649,-0.060653,0.406373,0.195484,-0.021778,0.0441,0.743243,0.098546,-0.005972,-0.645591,-3.633129,-2.143863,4.153137,25.57765,8.127381,4.084429,-18.207697
ID335,8.699269,-0.197,-0.39591,0.100521,1.580767,0.084485,0.109004,0.275719,-0.046907,0.074384,-0.187012,0.075915,-0.068103,-0.066413,0.05392,0.953489,-1.099731,1.865114,-2.154878,0.537794,0.248181,-1.123388
ID336,-3.670004,-0.335215,-0.374643,0.084321,1.715342,0.354026,-0.132127,0.120913,-0.604152,0.490992,-0.641661,-1.093168,-0.569796,-0.318251,1.30583,-3.043818,-0.635326,-5.648675,-2.175358,1.359696,-2.973342,2.336712
ID337,16.582983,-0.544366,-0.361603,-0.128626,1.784907,-0.009292,0.026149,0.548068,0.10787,-0.000002,0.180452,-0.042631,0.107426,0.008849,-0.136882,6.463923,-0.000134,2.702127,-1.180272,0.602556,-0.021749,-1.731176
ID338,45.399315,0.277349,-0.378537,0.041742,1.373045,0.01204,0.083687,0.080855,-0.48892,-0.000325,0.021823,0.244661,-0.035105,0.001544,0.054298,5.904204,-0.125874,1.096137,-2.69114,0.331856,-0.013321,0.816926
ID339,-8.155565,-0.685684,-0.35438,0.192686,2.093543,0.704097,-0.241708,-0.058539,-0.040547,-0.278583,0.471696,0.843211,0.853774,0.039117,-0.340218,2.635271,6.152842,-6.245639,-20.737246,-14.473832,-3.625148,16.631965
ID340,7.475935,-0.271581,-0.329528,-0.218193,1.738318,-0.030717,-0.035993,0.407674,-0.0196,-0.001345,-0.005538,-0.013571,0.002974,-0.001932,0.001201,-0.755668,-0.013075,-0.113772,0.593655,-0.205478,0.236675,-1.297022
ID341,20.524839,-0.462087,-0.363897,-0.090644,1.736307,-0.022141,0.040725,0.416113,-1.25162,-0.001705,-0.663992,1.406627,-0.218383,-0.335335,1.270682,8.927724,-0.168302,3.341893,-2.343726,0.483369,0.898819,-1.406122
ID342,11.010014,0.02108,-0.124856,0.042801,1.449988,0.298109,0.047519,0.222249,-0.184715,-0.071862,-0.294127,1.334539,-0.057692,0.005044,-0.991134,-11.870638,-4.849645,1.925877,36.259867,6.951237,-0.761946,-21.889095
ID343,11.281865,0.165586,-0.276343,-0.008796,1.454496,0.40382,-0.054642,0.077184,-0.13513,0.064502,0.025342,-0.240757,-0.103187,-0.007216,0.527906,-0.403748,6.431878,-6.155753,-20.119034,-16.410183,2.185799,17.701371
ID344,4.077783,-0.332074,-0.282563,-0.038546,1.449689,0.283372,-0.158979,0.387124,0.289075,-0.042917,-0.143463,0.191338,0.091369,0.072703,-0.116308,-7.373839,-7.070379,5.21965,25.0751,12.159252,-4.840288,-15.731847
ID345,13.048904,-0.521432,-0.369709,-0.025928,1.823706,0.04732,0.026149,0.534259,0.343584,0.021537,-0.174024,0.0938,-0.013028,0.00387,0.227414,8.498058,0.941844,-2.170532,-1.743248,-2.746948,-0.417239,-2.234911
ID346,-1.359261,-0.747416,-0.816971,0.170947,1.960025,1.209673,-0.612256,-0.037825,-0.32952,-1.114374,0.496377,0.662505,1.359602,-0.010582,-0.183659,6.126443,11.951125,-8.195787,-13.928323,-23.192425,-5.803586,15.480133
ID347,26.097809,-0.215018,-0.332169,-0.04373,1.569761,0.316673,-0.140566,0.196097,-0.037349,-0.652251,0.623517,1.927277,0.816667,-0.102898,-1.877182,5.481379,2.191606,4.984384,-4.434218,2.691419,4.76865,1.277422
ID348,16.990761,0.101389,-0.240809,-0.053354,1.523778,-0.058803,0.066809,0.174451,3.600666,-0.02248,0.235906,-3.61422,0.264077,-0.181573,-2.373555,-7.696783,-4.595178,5.710478,6.41105,3.021908,3.103496,9.855524
ID349,3.398152,-0.308369,-0.289096,-0.103619,1.673632,-0.044101,0.069111,0.374685,-0.034725,-0.002914,0.004636,0.073358,0.034887,-0.009334,-0.006264,-0.445153,0.034435,-0.150471,1.910613,0.182423,-0.030931,0.328369
